drugbank,drugbank_cid
Dexibuprofen,cid39912
Dexketoprofen,cid667550
Dexloxiglumide,cid65937
Dexmedetomidine,cid5311068
Dexmethylphenidate,cid154101
Dextroamphetamine,cid5826
Dextromethorphan,cid5360696
Dextropropoxyphene,cid10100
Dextrothyroxine,cid8730
Dezocine,cid3033053
Di-Stearoyl-3-Sn-Phosphatidylcholine,cid5313335
Diacerein,cid26248
Diazepam,cid3016
Diazoxide,cid3019
Dibromotyrosine,cid67532
Dichloroacetic Acid,cid6597
Dichlorobenzyl alcohol,cid15684
Diclofenac,cid3033
Dicoumarol,cid54676038
Dicyclomine,cid3042
Dienestrol,cid667476
Dienogest,cid68861
Diethylcarbamazine,cid3052
Diethylpropion,cid7029
Diethylstilbestrol,cid448537
Diflunisal,cid3059
Digitoxin,cid441207
Diglyme,cid8150
Digoxin,cid2724385
Dihomo-gamma-linolenic acid,cid5280581
Dihydrexidine,cid5311070
Dihydro-alpha-ergocryptine,cid114948
Dihydroergocornine,cid168871
Dihydroergocristine,cid107715
Dihydroergotamine,cid10531
Dihydromorphine,cid5359421
Dihydrotachysterol,cid5311071
Dihydroxyacetone phosphate,cid668
Diisopropylphosphono Group,cid6327350
Dilmapimod,cid10297982
Diltiazem,cid39186
Dimenhydrinate,cid10660
Dimercaprol,cid3080
Dimethyl fumarate,cid637568
Dimethylallyl Diphosphate,cid647
Dimethylcurcumin,cid6477182
Dimethylthiambutene,cid10668
Dimethyltryptamine,cid6089
Dimetindene,cid21855
Dinitrochlorobenzene,cid6
Dinoprost Tromethamine,cid5282415
Dinoprostone,cid5280360
Diosmin,cid5281613
Diphemanil Methylsulfate,cid6126
Diphenhydramine,cid3100
Diphenidol,cid3055
Diphenoxylate,cid13505
Diphenylacetic Acid,cid8333
Diphenylpyraline,cid3103
Diphthamide,cid6438375
Dipivefrin,cid3105
Diprenorphine,cid443408
Dipyridamole,cid3108
Dipyrithione,cid3109
Disopyramide,cid3114
Dobutamine,cid36811
Docetaxel,cid148124
Doconexent,cid445580
Dodecane-Trimethylamine,cid8153
Dofetilide,cid71329
Domperidone,cid3151
Donepezil,cid3152
Dopamine,cid681
Dosulepin,cid5284550
Dotarizine,cid55285
Dotatate gallium Ga-68,cid44400135
Doxapram,cid3156
Doxazosin,cid3157
Doxepin,cid667477
Doxercalciferol,cid5281107
Doxofylline,cid50942
Doxylamine,cid3162
Dronabinol,cid16078
Dronedarone,cid208898
Droperidol,cid3168
Drospirenone,cid68873
Drostanolone,cid6011
Drotaverine,cid1712095
Droxicam,cid65679
Droxidopa,cid92974
Duloxetine,cid60835
Duroquinone,cid68238
Duvoglustat,cid29435
Dydrogesterone,cid9051
Dyphylline,cid3182
E-2012,cid11560787
ENMD-1198,cid11483754
ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE,cid11149707
EVT-101,cid22240172
Edonerpic,cid9901946
Edoxaban,cid10280735
Efonidipine,cid119171
Elafibranor,cid9864881
Eldecalcitol,cid6918141
Eletriptan,cid77993
Ellagic Acid,cid5281855
Elocalcitol,cid11396600
Eluxadoline,cid11250029
Emedastine,cid3219
Emodin,cid3220
Emricasan,cid12000240
Encainide,cid48041
Encenicline,cid46196517
Enflurane,cid3226
Eniluracil,cid43157
Enoxaparin,cid772
Enoximone,cid53708
Enprofylline,cid1676
Enrasentan,cid178103
Enzacamene,cid6434217
Enzalutamide,cid15951529
Enzastaurin,cid176167
Ephedrine,cid9294
Epibatidine,cid854023
Epicept NP-1,cid5276854
Epicriptine,cid65667
Epigallocatechin Gallate,cid65064
Epinastine,cid3241
Epinephrine,cid5816
Eplerenone,cid443872
Epoprostenol,cid5282411
Epothilone D,cid447865
Eprosartan,cid5281037
Eprotirome,cid10299876
Eptifibatide,cid448812
Equilin,cid223368
Equol,cid91469
Ergocalciferol,cid5280793
Ergonovine,cid443884
Ergotamine,cid8223
Eribaxaban,cid11634458
Eribulin,cid11354606
Erlotinib,cid176870
Erteberel,cid10286159
Ertiprotafib,cid157049
Erythrityl Tetranitrate,cid5284553
Erythropoietin,cid11751549
Escitalopram,cid146570
Esculin,cid5281417
Esmirtazapine,cid3085218
Esmolol,cid59768
Estazolam,cid3261
Estradiol,cid5757
Estradiol acetate,cid9818306
Estradiol benzoate,cid222757
Estradiol cypionate,cid9403
Estradiol dienanthate,cid165688
Estradiol valerate,cid13791
Estramustine,cid259331
Estriol,cid5756
Estrone,cid5870
Estrone sulfate,cid3001028
Eszopiclone,cid969472
Etacrynic acid,cid3278
Etafedrine,cid94532
Etelcalcetide,cid71511839
Ethanol,cid702
Ethchlorvynol,cid5281077
Ethinyl Estradiol,cid5991
Ethopropazine,cid3290
Ethosuximide,cid3291
Ethotoin,cid3292
Ethyl Oxo(Piperidin-1-Yl)Acetate,cid104406
Ethyl pyruvate,cid12041
Ethynodiol diacetate,cid9270
Etidronic acid,cid3305
Etizolam,cid3307
Etodolac,cid3308
Etomidate,cid667484
Etonogestrel,cid6917715
Etoperidone,cid40589
Etoricoxib,cid123619
Etorphine,cid644209
Etretinate,cid5282375
Eugenol,cid3314
Everolimus,cid6442177
Exenatide,cid45588096
Exisulind,cid5472495
Ezatiostat,cid5310939
FARNESYL DIPHOSPHATE,cid445713
FG-2216,cid6914666
FG-9041,cid3899541
Famotidine,cid5702160
Fasudil,cid3547
Felbamate,cid3331
Felbinac,cid3332
Felodipine,cid3333
Fencamfamine,cid14584
Fenfluramine,cid3337
Fenofibrate,cid3339
Fenofibric acid,cid64929
Fenoldopam,cid3341
Fenoprofen,cid3342
Fenoterol,cid3343
Fentanyl,cid3345
Ferric cation,cid29936
Ferric pyrophosphate,cid24877
Ferric pyrophosphate citrate,cid109374151
Fesoterodine,cid6918558
Fexofenadine,cid3348
Fica,cid448573
Filaminast,cid9578243
Fimasartan,cid9870652
Fingolimod,cid107970
Firocoxib,cid208910
Flavin adenine dinucleotide,cid643975
Flavin mononucleotide,cid643976
Flavoxate,cid3354
Flecainide,cid3356
Flibanserin,cid6918248
Florbetaben (18F),cid11501341
Florbetapir (18F),cid24822371
Fluciclovine (18F),cid450601
Flucytosine,cid3366
Fludiazepam,cid3369
Fludrocortisone,cid31378
Flufenamic Acid,cid3371
Flumazenil,cid3373
Flunarizine,cid941361
Flunitrazepam,cid3380
Fluocinonide,cid9642
Fluoro-Phosphite Ion,cid65241
Fluoro-Willardiine,cid126569
Fluorotryptophane,cid688357
Fluoxetine,cid3386
Fluoxymesterone,cid6446
Flupentixol,cid5281881
Fluphenazine,cid3372
Flupirtine,cid53276
Flurazepam,cid3393
Flurbiprofen,cid3394
Flurbiprofen Methyl Ester,cid4127
Fluspirilene,cid3396
Flutamide,cid3397
Flutemetamol (18F),cid15950376
Fluticasone propionate,cid444036
Fluvastatin,cid446155
Fomepizole,cid3406
Fondaparinux,cid5282448
Forasartan,cid132706
Foretinib,cid42642645
Formic Acid,cid284
Formoterol,cid3410
Fosphenytoin,cid56339
Fospropofol,cid3038498
Fostamatinib,cid11671467
Fotemustine,cid104799
Fradafiban,cid66000
Framycetin,cid8378
Frovatriptan,cid77992
Fructose-6-Phosphate,cid69507
Fulvestrant,cid104741
Fusicoccin,cid447573
GC-24,cid448011
GTS-21,cid5310985
GW 597599,cid24969622
GW-501516,cid9803963
Gabapentin,cid3446
Gabapentin Enacarbil,cid9883933
Galantamine,cid9651
Gallamine Triethiodide,cid6172
Gallium nitrate,cid61635
Gamma Hydroxybutyric Acid,cid10413
Gamma-Carboxy-Glutamic Acid,cid104625
Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine,cid447108
Ganaxolone,cid6918305
Gantacurium Chloride,cid10772467
Gavestinel,cid6450546
Gefitinib,cid123631
Geldanamycin,cid5288382
Gemeprost,cid5282237
Gemfibrozil,cid3463
Genistein,cid5280961
Gentamicin,cid3467
Geranyl Diphosphate,cid445995
Geranylgeranyl diphosphate,cid447277
Gestrinone,cid27812
Ghavamiol,cid46936405
Ginseng,cid420552
Gliclazide,cid3475
Glimepiride,cid3476
Glipizide,cid3478
Gliquidone,cid91610
Glucagon recombinant,cid44278361
Glucosamine,cid439213
Glutamic Acid,cid33032
Glutathione,cid124886
Glutathione Sulfonic Acid,cid444104
Glutethimide,cid3487
Glyburide,cid3488
Glycerin,cid753
Glycine,cid750
Glycine betaine,cid247
Glycodiazine,cid9565
Glycol salicylate,cid6880
Glycolic acid,cid757
Glycopyrronium,cid3494
Glycyrrhizic acid,cid14982
Golotimod,cid6992140
Goserelin,cid5311128
Gossypol,cid3503
Guanabenz,cid5702063
Guanfacine,cid3519
Guanidine,cid3520
Guanidine-3-Propanol,cid448503
Guanosine-3'-Monophosphate-5'-Diphosphate,cid135415794
Guanosine-5'-Diphosphate,cid135398619
Guanosine-5'-Monophosphate,cid135398631
Guanosine-5'-Triphosphate,cid135398633
HE3286,cid16739648
"HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM",cid11987556
HZT-501,cid56841655
Halazepam,cid31640
Halcinonide,cid443943
Halofuginone,cid400772
Haloperidol,cid3559
Halothane,cid3562
Heme C,cid51351657
Heparin,cid772
Heparin Disaccharide I-S,cid46936350
Heparin Disaccharide Iii-S,cid46936360
Heptabarbital,cid10518
Heptulose-2-Phosphate,cid124823
Heptyl-Beta-D-Glucopyranoside,cid448173
Heroin,cid5462328
Hexachlorophene,cid3598
Hexadecanal,cid984
"Hexane-1,6-Diol",cid12374
Hexatantalum Dodecabromide,cid131704268
Hexestrol,cid3606
Hexobarbital,cid3608
Hexocyclium,cid24199
Hexylcaine,cid10770
"Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide",cid46936271
Histamine,cid774
Homatropine,cid5282593
Homatropine Methylbromide,cid10429215
Homosalate,cid8362
Human calcitonin,cid45055432
Human secretin,cid44208928
Hyaluronic acid,cid6852395
Hyaluronidase,cid91820602
Hydrochlorothiazide,cid3639
Hydrocodone,cid5284569
Hydroflumethiazide,cid3647
Hydromorphone,cid5284570
Hydroxychloroquine,cid3652
Hydroxyfasudil,cid3064778
Hydroxyprogesterone caproate,cid169870
Hydroxyzine,cid3658
Hymenialdisine,cid135413546
Hyoscyamine,cid154417
Hyperforin,cid441298
Hypericin,cid3663
IC261,cid5288600
ICA-105665,cid70838704
IMIDAZOPYRIDAZIN 1,cid5459373
INS 316,cid6133
IRL-1620,cid16133819
ISO24,cid447534
ISOPENTENYL PYROPHOSPHATE,cid1195
ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,cid5327109
ISOTHIAZOLIDINONE ANALOG,cid9547915
Ibandronate,cid60852
Ibrutinib,cid24821094
Ibudilast,cid3671
Ibuprofen,cid3672
Ibutilide,cid60753
Icatibant,cid6918173
Icosapent,cid446284
Icotinib,cid22024915
Idraparinux,cid3083445
Ifenprodil,cid3689
Iloperidone,cid71360
Iloprost,cid5311181
Imatinib,cid5291
Imexon,cid68791
Imidafenacin,cid6433090
Imidazole,cid795
Imipramine,cid3696
Imiquimod,cid57469
Indacaterol,cid6918554
Indecainide,cid52195
Indeglitazar,cid11395145
Indigotindisulfonic Acid,cid3705
Indirubin,cid10177
Indirubin-3'-Monoxime,cid3707
Indirubin-5-Sulphonate,cid3708
Indolylpropionic Acid,cid3744
Indomethacin,cid3715
Indoramin,cid33625
Inecalcitol,cid6915835
Ingenol Mebutate,cid6918670
Inhibitor of P38 Kinase,cid27934
Iniparib,cid9796068
Inosinic Acid,cid135398640
"Inositol 1,3,4,5-Tetrakisphosphate",cid107758
"Inositol 1,3-Bisphosphate",cid128419
"Inositol 2,4,5-trisphosphate",cid122195
"Inositol-(1,3,4,5,6)-Pentakisphosphate",cid9548598
Insulin Aspart,cid118984445
Insulin Degludec,cid118984462
Insulin Detemir,cid16137271
Insulin Glargine,cid118984454
Insulin Glulisine,cid16136701
Insulin Human,cid118984375
Insulin Lispro,cid16132438
"Interferon Alfa-2b, Recombinant",cid71306834
Iodo-Willardiine,cid447196
Ipratropium,cid657309
Irbesartan,cid3749
Iron,cid23925
Iron Dextran,cid105075
Isavuconazole,cid6918485
Isoetarine,cid3762
Isoflavone,cid72304
Isoflurane,cid3763
Isoflurophate,cid5936
Isometheptene,cid22297
Isopentyl Pyrophosphate,cid448400
Isoprenaline,cid3779
Isopropamide,cid3775
Isopropyl Alcohol,cid3776
Isosorbide,cid12597
Isosorbide Dinitrate,cid6883
Isothipendyl,cid3781
Isotretinoin,cid5282379
Isradipine,cid3784
Istaroxime,cid9841834
Itopride,cid3792
Ivacaftor,cid16220172
Ivermectin,cid6321424
Ixabepilone,cid6445540
JNJ-37822681,cid16058752
K-252a,cid3035817
KB-141,cid9863447
KC706,cid56843466
KD3010,cid75412604
KX-01,cid23635314
Kappadione,cid8555
Ketamine,cid3821
Ketanserin,cid3822
Ketazolam,cid33746
Ketobemidone,cid10101
Ketoconazole,cid456201
Ketoprofen,cid3825
Ketorolac,cid3826
Ketotifen,cid3827
Kifunensine,cid130611
Kynurenic Acid,cid3845
L-2-Amino-4-(Guanidinooxy)Butyric Acid,cid439202
L-Alanine,cid5950
L-Arginine,cid6322
L-Asparagine,cid6267
L-Aspartic Acid,cid5960
L-Carnitine,cid10917
L-Citrulline,cid9750
L-Cysteine,cid5862
L-Homoarginine,cid9085
"L-N(Omega)-Nitroarginine-2,4-L-Diaminobutyric Amide",cid656910
L-N(omega)-Nitroarginine-(4R)-Amino-L-Proline Amide,cid656912
L-Phenylalanine,cid6140
L-Phospholactate,cid5326965
L-Proline,cid145742
L-Tyrosinamide,cid151243
L-Tyrosine,cid6057
"L-erythro-7,8-dihydrobiopterin",cid135398687
L-methionine (R)-S-oxide,cid10062737
LGD-1550,cid5287705
LGD-2226,cid11560224
LGD2941,cid16750192
LY-294002,cid3973
LY-517717,cid9939865
LY2140023,cid25195354
Labetalol,cid3869
Labradimil,cid6918284
Lacidipine,cid5311217
Lacosamide,cid219078
Lamotrigine,cid3878
Lanreotide,cid71349
Lansoprazole,cid3883
Lapatinib,cid208908
Lasofoxifene,cid216416
Latrunculin A,cid445420
Lauric Acid,cid3893
Lauryl Dimethylamine-N-Oxide,cid15433
Leflunomide,cid3899
Lefradafiban,cid135565050
Lenalidomide,cid216326
Lenvatinib,cid9823820
Leptin,cid90470904
Lercanidipine,cid65866
Lesopitron,cid60813
Lestaurtinib,cid126565
Leukotriene B4,cid5280492
Leukotriene C4,cid5280493
Levamisole,cid26879
Levamlodipine,cid9822750
Levetiracetam,cid5284583
Levobetaxolol,cid60657
Levobunolol,cid39468
Levocabastine,cid54385
Levocetirizine,cid1549000
Levodopa,cid6047
Levomethadyl Acetate,cid15130
Levonordefrin,cid164739
Levonorgestrel,cid13109
Levorphanol,cid5359272
Levosalbutamol,cid123600
Levosimendan,cid3033825
Levothyroxine,cid5819
Licofelone,cid133021
Lidocaine,cid3676
Ligandrol,cid44137686
Limaprost,cid6438378
Lindane,cid727
Linsitinib,cid11640390
Lintitript,cid122077
Liothyronine,cid5920
Liotrix,cid71371
Liraglutide,cid16134956
Lisdexamfetamine,cid11597698
Lisuride,cid28864
Lithium,cid3028194
Lixisenatide,cid90472060
Lobeglitazone,cid9826451
Lobeline,cid101616
Lofexidine,cid30668
Lonafarnib,cid148195
Lonidamine,cid39562
Loperamide,cid3955
Loratadine,cid3957
Lorazepam,cid3958
Lorcaserin,cid11658860
Lormetazepam,cid13314
Lornoxicam,cid54690031
Lorpiprazole,cid3045380
Losartan,cid3961
Lovastatin,cid53232
Loxapine,cid3964
Loxicodegol,cid73673720
Loxoprofen,cid3965
Lumacaftor,cid16678941
Lumateperone,cid21302490
Lumiracoxib,cid151166
Lurasidone,cid213046
Lutetium Lu 177 dotatate,cid76966897
Lysergic Acid Diethylamide,cid5761
Lysine Nz-Carboxylic Acid,cid17754054
M-Cresol,cid342
MB-07803,cid24770445
MB07811,cid15942005
MCC,cid15969
"METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE",cid11373270
"METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",cid6610318
MF101,cid114829
MK-0354,cid11159621
MK-1775,cid24856436
MLN0415,cid86630595
MLN8054,cid11712649
MMDA,cid26175
MN-305,cid198746
Macimorelin,cid9804938
Macitentan,cid16004692
Magnesium,cid5462224
Magnesium acetate,cid8896
Magnesium acetate tetrahydrate,cid134717
Magnesium carbonate,cid11029
Magnesium salicylate,cid54684589
Magnesium sulfate,cid24083
Malonic acid,cid867
Managlinat dialanetil,cid9811837
Manganese,cid23930
Manidipine,cid4008
Maprotiline,cid4011
Marimastat,cid119031
Mazindol,cid4020
Mdl-29951,cid446916
Mebendazole,cid4030
Mecamylamine,cid4032
Meclizine,cid4034
Meclofenamic acid,cid4037
Medrogestone,cid9949848
Medroxyprogesterone acetate,cid6279
Mefenamic acid,cid4044
Mefloquine,cid4046
Megestrol acetate,cid11683
Melatonin,cid896
Meloxicam,cid54677470
Melperone,cid15387
Memantine,cid4054
Menadione,cid4055
Menthol,cid1254
Menthyl salicylate,cid6970
Mepenzolate,cid4057
Mephentermine,cid3677
Mephenytoin,cid4060
Meprobamate,cid4064
Mepyramine,cid4992
Mequitazine,cid4066
Mersalyl,cid23690449
Mesalazine,cid4075
Mesoridazine,cid4078
Mestranol,cid6291
Meta Vanadate,cid448455
Metamizole,cid3111
Metaraminol,cid5906
Metformin,cid4091
Methacholine,cid1993
Methadone,cid4095
Methamphetamine,cid10836
Methantheline,cid4097
Metharbital,cid4099
Methdilazine,cid14677
Methohexital,cid9034
Methotrimeprazine,cid72287
Methoxamine,cid6082
Methoxyflurane,cid4116
Methsuximide,cid6476
Methyl-2-S-(Alpha-D-Mannopyranosyl)-2-Thio-Alpha-D-Mannopyranoside,cid656957
Methyldopa,cid38853
Methylene blue,cid6099
Methylergometrine,cid8226
Methylnaltrexone,cid5361918
Methylphenidate,cid4158
Methylphenobarbital,cid8271
Methylscopolamine bromide,cid23724781
Methyltestosterone,cid6010
Methyltrienolone,cid261000
Methyprylon,cid4162
Methysergide,cid9681
Metiamide,cid1548992
Metipranolol,cid31477
Metixene,cid4167
Metoclopramide,cid4168
Metoprolol,cid4171
Metyrosine,cid441350
Mevastatin,cid64715
Mexiletine,cid4178
Mianserin,cid4184
Mibefradil,cid60663
Miconazole,cid4189
Midazolam,cid4192
Midodrine,cid4195
Midomafetamine,cid1615
Midostaurin,cid9829523
Mifamurtide,cid76957626
Mifepristone,cid55245
Milataxel,cid6918589
Milnacipran,cid65833
Milrinone,cid4197
Minaprine,cid4199
Minocycline,cid54675783
Minodronic acid,cid130956
Minoxidil,cid4201
Mirtazapine,cid4205
Misoprostol,cid5282381
Mitiglinide,cid121891
Mito-4509,cid68570
Mitotane,cid4211
Mivacurium,cid5281042
Mocetinostat,cid9865515
Modafinil,cid4236
Molindone,cid23897
Mometasone,cid441335
Moricizine,cid34633
Morniflumate,cid72106
Morphine,cid5288826
Motuporin,cid4369034
Moxisylyte,cid4260
Moxonidine,cid4810
Muraglitazar,cid206044
Muscimol,cid4266
Myricetin,cid5281672
Myristic acid,cid11005
"N'-(3-CHLORO-4-METHOXY-PHENYL)-N-(3,4,5-TRIMETHOXYPHENYL)-1,3,5-TRIAZINE-2,4-DIAMINE",cid24836812
"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE",cid24836813
"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE",cid25011731
"N'-(5-chloro-1,3-benzodioxol-4-yl)-N-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine",cid25011729
"N'-(6-aminopyridin-3-yl)-N-(2-cyclopentylethyl)-4-methyl-benzene-1,3-dicarboxamide",cid24812718
"N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea",cid445840
N'-Pyridoxyl-Lysine-5'-Monophosphate,cid46936882
"N,4-dimethyl-3-[(1-phenyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide",cid23400214
"N,N'-DIMETHYL-N-(ACETYL)-N'-(7-NITROBENZ-2-OXA-1,3-DIAZOL-4-YL)ETHYLENEDIAMINE",cid6857727
"N,N'-[biphenyl-4,4'-diyldi(2R)propane-2,1-diyl]dimethanesulfonamide",cid22489160
"N,N-Bis(3-(D-gluconamido)propyl)deoxycholamide",cid446320
"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE",cid1473242
"N,N-dimethylarginine",cid123831
"N,O6-Disulfo-Glucosamine",cid444389
"N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",cid24752833
"N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",cid24752832
"N-((2-aminopyrimidin-5-yl)methyl)-5-(2,6-difluorophenyl)-3-ethylpyrazolo[1,5-a]pyrimidin-7-amine",cid44629554
N-(1-Adamantyl)-N'-(4-Guanidinobenzyl)Urea,cid4286
N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE,cid6540267
"N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE",cid447912
"N-(2,6-dimethylphenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine",cid44422489
N-(2-(((5-CHLORO-2-PYRIDINYL)AMINO)SULFONYL)PHENYL)-4-(2-OXO-1(2H)-PYRIDINYL)BENZAMIDE,cid24794406
N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide,cid129236
N-(2-CHLORO-4-FLUOROBENZOYL)-N'-(5-HYDROXY-2-METHOXYPHENYL)UREA,cid9547901
N-(2-METHOXYETHYL)-4-({4-[2-METHYL-1-(1-METHYLETHYL)-1H-IMIDAZOL-5-YL]PYRIMIDIN-2-YL}AMINO)BENZENESULFONAMIDE,cid24963033
"N-(2-chloro-6-methylphenyl)-8-[(3S)-3-methylpiperazin-1-yl]imidazo[1,5-a]quinoxalin-4-amine",cid46937119
"N-(2-chlorophenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine",cid44563262
"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide",cid9968957
N-(3-(Aminomethyl)Benzyl)Acetamidine,cid1433
N-(3-METHYLBUT-2-EN-1-YL)-9H-PURIN-6-AMINE,cid92180
N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline,cid5287408
N-(3-TERT-BUTYL-1H-PYRAZOL-5-YL)-N'-{4-CHLORO-3-[(PYRIDIN-3-YLOXY)METHYL]PHENYL}UREA,cid5326866
"N-(3-chlorophenyl)-N-methyl-2-oxo-3-[(3,4,5-trimethyl-1H-pyrrol-2-yl)methyl]-2H-indole-5-sulfonamide",cid17749728
"N-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide",cid10200651
N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide,cid449087
N-(4-(2-((3-Chlorophenylmethyl)Amino)Ethyl)Phenyl)-2-Thiophecarboxamidine,cid449021
"N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",cid5287469
"N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE",cid6852206
N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE,cid4300
N-(4-CHLOROPHENYL)-3-(PHOSPHONOOXY)NAPHTHALENE-2-CARBOXAMIDE,cid87517
"N-(4-Methoxybenzyl)-N'-(5-Nitro-1,3-Thiazol-2-Yl)Urea",cid448014
"N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE",cid739358
N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE,cid10401956
N-(4-chlorophenyl)-2-[(pyridin-4-ylmethyl)amino]benzamide,cid9797919
N-(4-phenoxyphenyl)-2-[(pyridin-4-ylmethyl)amino]nicotinamide,cid16040289
N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide,cid9926933
"N-(4-{4-AMINO-6-[4-(METHYLOXY)PHENYL]FURO[2,3-D]PYRIMIDIN-5-YL}PHENYL)-N'-[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]UREA",cid5326956
N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine,cid16113377
"N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE",cid848641
N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,cid449088
N-(5-ISOPROPYL-THIAZOL-2-YL)-2-PYRIDIN-3-YL-ACETAMIDE,cid5327096
N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE,cid6419766
"N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine",cid5330197
"N-(5-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]phenyl}-1,3,4-oxadiazol-2-yl)ethane-1,2-diamine",cid25023709
"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",cid6852167
N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide,cid5681
N-(Allyloxycarbonyl)-4-[N-(Carboxy-Formyl)-2-(Benzoic Acid)-Amino]-L-Phenylalaninyl-Amino-Butyloxy-(6-Hydroxy-Benzoic Acid Methyl Ester),cid46936885
"N-(CYCLOPROPYLMETHYL)-4-(METHYLOXY)-3-({5-[3-(3-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-YL}AMINO)BENZENESULFONAMIDE",cid4369498
N-(Chlorophenyl)-N'-Hydroxyguanidine,cid181426
"N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE",cid448258
"N-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide",cid21078798
"N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE",cid23647361
